invoiceno,invoicedate,customerid,country,amount
564377,25.08.2011,15263,United Kingdom,157
564378,25.08.2011,12417,Belgium,559
564379,25.08.2011,16779,United Kingdom,679
564380,25.08.2011,14314,United Kingdom,120
564381,25.08.2011,13000,United Kingdom,76
564382,25.08.2011,15129,United Kingdom,306
564383,25.08.2011,15251,United Kingdom,248
564398,25.08.2011,18241,United Kingdom,87
564419,25.08.2011,16093,United Kingdom,17
564428,25.08.2011,17844,Canada,52
564429,25.08.2011,16638,United Kingdom,76
564430,25.08.2011,15955,United Kingdom,468
564431,25.08.2011,15955,United Kingdom,16
564432,25.08.2011,13517,United Kingdom,515
564433,25.08.2011,16503,United Kingdom,338
564434,25.08.2011,14687,United Kingdom,629
564436,25.08.2011,17841,United Kingdom,450
564437,25.08.2011,13320,United Kingdom,463
564438,25.08.2011,16628,United Kingdom,493
564439,25.08.2011,12841,United Kingdom,114
564440,25.08.2011,13928,United Kingdom,121
564471,25.08.2011,12583,France,242
564473,25.08.2011,16722,United Kingdom,293
564474,25.08.2011,14180,United Kingdom,135
564475,25.08.2011,12500,Germany,378
564476,25.08.2011,12610,Italy,309
564477,25.08.2011,13854,United Kingdom,323
564479,25.08.2011,12682,France,472
564480,25.08.2011,17656,United Kingdom,319
564481,25.08.2011,12464,Belgium,191
564482,25.08.2011,13149,United Kingdom,250
564483,25.08.2011,14050,United Kingdom,486
564484,25.08.2011,13634,United Kingdom,159
564485,25.08.2011,16429,United Kingdom,285
564489,25.08.2011,15950,United Kingdom,665
564495,25.08.2011,17719,United Kingdom,304
564496,25.08.2011,13050,United Kingdom,320
564503,25.08.2011,13971,United Kingdom,331
564507,25.08.2011,15513,United Kingdom,223
564510,25.08.2011,14194,United Kingdom,630
564516,25.08.2011,777777,United Kingdom,1015
564526,25.08.2011,15805,United Kingdom,569
564529,25.08.2011,14111,United Kingdom,153
564530,25.08.2011,777777,United Kingdom,312
564531,25.08.2011,12624,France,343
564532,25.08.2011,14055,United Kingdom,727
564533,25.08.2011,777777,United Kingdom,0
564534,25.08.2011,12748,United Kingdom,106
564535,25.08.2011,18075,United Kingdom,406
564536,25.08.2011,13159,United Kingdom,395
564537,25.08.2011,15550,United Kingdom,157
564538,25.08.2011,13408,United Kingdom,601
564539,25.08.2011,12715,Sweden,349
564540,25.08.2011,12748,United Kingdom,37
564541,25.08.2011,16309,United Kingdom,372
564542,25.08.2011,16458,United Kingdom,184
564543,25.08.2011,16818,United Kingdom,130
564544,25.08.2011,15663,United Kingdom,138
564551,25.08.2011,17730,United Kingdom,315
564552,25.08.2011,16670,United Kingdom,690
564553,25.08.2011,18200,United Kingdom,166
564554,25.08.2011,17189,United Kingdom,157
564555,25.08.2011,12748,United Kingdom,51
564556,25.08.2011,12748,United Kingdom,68
564557,25.08.2011,17576,United Kingdom,82
564558,26.08.2011,12704,Finland,410
564559,26.08.2011,15811,United Kingdom,481
564560,26.08.2011,16184,United Kingdom,105
564561,26.08.2011,13340,United Kingdom,958
564562,26.08.2011,15203,United Kingdom,330
564563,26.08.2011,13630,United Kingdom,302
564564,26.08.2011,13003,United Kingdom,60
564565,26.08.2011,14911,EIRE,812
564572,26.08.2011,15078,United Kingdom,577
564573,26.08.2011,14606,United Kingdom,110
564574,26.08.2011,15078,United Kingdom,15
564583,26.08.2011,17949,United Kingdom,432
564614,26.08.2011,13994,United Kingdom,132
564626,26.08.2011,18167,United Kingdom,500
564627,26.08.2011,15132,United Kingdom,352
564628,26.08.2011,777777,United Kingdom,8
564629,26.08.2011,14866,United Kingdom,941
564630,26.08.2011,13644,United Kingdom,852
564631,26.08.2011,17451,United Kingdom,345
564632,26.08.2011,16556,United Kingdom,472
564633,26.08.2011,777777,United Kingdom,0
564634,26.08.2011,14210,United Kingdom,306
564635,26.08.2011,15615,United Kingdom,550
564636,26.08.2011,17146,United Kingdom,186
564637,26.08.2011,16641,United Kingdom,231
564638,26.08.2011,13812,Germany,278
564639,26.08.2011,18036,United Kingdom,144
564640,26.08.2011,14837,United Kingdom,387
564641,26.08.2011,13489,United Kingdom,163
564642,26.08.2011,13527,United Kingdom,336
564643,26.08.2011,15356,United Kingdom,298
564644,26.08.2011,777777,United Kingdom,0
564645,26.08.2011,777777,United Kingdom,0
564646,26.08.2011,777777,United Kingdom,1511
564647,26.08.2011,17920,United Kingdom,202
564648,26.08.2011,15641,United Kingdom,581
564649,26.08.2011,15611,United Kingdom,15
564650,26.08.2011,14646,Netherlands,6429
564651,26.08.2011,14646,Netherlands,0
564652,26.08.2011,14646,Netherlands,998
564653,26.08.2011,14776,United Kingdom,192
564654,26.08.2011,14911,EIRE,641
564656,26.08.2011,14141,United Kingdom,284
564657,26.08.2011,14135,United Kingdom,748
564660,26.08.2011,15074,United Kingdom,748
564661,26.08.2011,12948,United Kingdom,536
564665,26.08.2011,777777,United Kingdom,1
564666,26.08.2011,12492,Germany,127
564667,26.08.2011,777777,United Kingdom,0
564668,26.08.2011,17183,United Kingdom,329
564669,26.08.2011,16872,United Kingdom,76
564670,26.08.2011,12683,France,1129
564709,28.08.2011,15569,United Kingdom,245
564710,28.08.2011,15625,United Kingdom,288
564712,28.08.2011,15611,United Kingdom,386
564713,28.08.2011,16768,United Kingdom,102
564714,28.08.2011,15290,United Kingdom,35
564715,28.08.2011,14472,United Kingdom,144
564716,28.08.2011,14810,United Kingdom,351
564717,28.08.2011,15669,United Kingdom,132
564718,28.08.2011,13301,United Kingdom,138
564719,28.08.2011,15325,United Kingdom,166
564720,28.08.2011,15095,United Kingdom,20
564721,28.08.2011,15095,United Kingdom,314
564722,28.08.2011,16456,United Kingdom,124
564723,28.08.2011,16168,United Kingdom,170
564724,28.08.2011,15555,United Kingdom,266
564725,28.08.2011,18041,United Kingdom,243
564726,28.08.2011,18077,United Kingdom,298
564727,28.08.2011,16686,United Kingdom,829
564728,28.08.2011,13199,United Kingdom,86
564729,28.08.2011,13137,United Kingdom,290
564731,28.08.2011,16186,United Kingdom,364
564732,28.08.2011,16466,United Kingdom,236
564733,28.08.2011,17841,United Kingdom,527
564734,28.08.2011,12484,Spain,1254
564735,28.08.2011,15856,United Kingdom,626
564736,28.08.2011,16353,United Kingdom,506
564737,28.08.2011,15312,United Kingdom,187
564738,28.08.2011,16816,United Kingdom,45
564739,28.08.2011,16931,United Kingdom,176
564740,28.08.2011,14044,United Kingdom,194
564741,28.08.2011,16107,United Kingdom,644
564742,28.08.2011,17346,United Kingdom,151
564743,28.08.2011,14606,United Kingdom,126
564744,28.08.2011,13778,United Kingdom,178
564745,28.08.2011,16806,United Kingdom,257
564746,28.08.2011,17633,United Kingdom,317
564747,28.08.2011,14869,United Kingdom,389
564749,30.08.2011,12708,Germany,405
564750,30.08.2011,17690,United Kingdom,462
564752,30.08.2011,16126,United Kingdom,1862
564753,30.08.2011,13709,United Kingdom,609
564754,30.08.2011,777777,United Kingdom,2004
564755,30.08.2011,777777,United Kingdom,1082
564756,30.08.2011,777777,United Kingdom,1275
564757,30.08.2011,777777,United Kingdom,1646
564758,30.08.2011,777777,United Kingdom,1630
564760,30.08.2011,777777,United Kingdom,1418
564761,30.08.2011,777777,United Kingdom,0
564762,30.08.2011,777777,United Kingdom,0
564764,30.08.2011,14096,United Kingdom,21
564785,30.08.2011,777777,United Kingdom,8
564800,30.08.2011,14108,United Kingdom,289
564803,30.08.2011,13870,United Kingdom,814
564811,30.08.2011,15769,United Kingdom,537
564814,30.08.2011,12931,United Kingdom,215
564815,30.08.2011,12748,United Kingdom,73
564816,30.08.2011,14901,United Kingdom,165
564817,30.08.2011,777777,United Kingdom,1513
564818,30.08.2011,777777,United Kingdom,1562
564819,30.08.2011,12814,Poland,126
564820,30.08.2011,777777,United Kingdom,961
564821,30.08.2011,14078,United Kingdom,221
564825,30.08.2011,777777,United Kingdom,1496
564835,30.08.2011,777777,United Kingdom,1518
564836,30.08.2011,17402,United Kingdom,291
564837,30.08.2011,777777,United Kingdom,1887
564838,30.08.2011,777777,United Kingdom,1698
564839,30.08.2011,13524,United Kingdom,161
564840,30.08.2011,777777,United Kingdom,1434
564841,30.08.2011,777777,United Kingdom,1752
564842,30.08.2011,16133,United Kingdom,309
564843,30.08.2011,15866,United Kingdom,232
564844,30.08.2011,777777,United Kingdom,4
564846,30.08.2011,14507,United Kingdom,310
564847,30.08.2011,777777,United Kingdom,13
564848,30.08.2011,16928,United Kingdom,255
564849,30.08.2011,17675,United Kingdom,758
564850,30.08.2011,17298,United Kingdom,390
564851,30.08.2011,13183,United Kingdom,212
564852,30.08.2011,14976,United Kingdom,109
564853,31.08.2011,12423,Belgium,199
564855,31.08.2011,16746,United Kingdom,308
564856,31.08.2011,12477,Germany,4267
564857,31.08.2011,777777,United Kingdom,3230
564858,31.08.2011,12484,Spain,140
564859,31.08.2011,14057,United Kingdom,387
564860,31.08.2011,17725,United Kingdom,309
564861,31.08.2011,17315,United Kingdom,15
564862,31.08.2011,12678,France,145
564863,31.08.2011,15491,United Kingdom,391
564866,31.08.2011,14660,United Kingdom,128
564868,31.08.2011,16842,United Kingdom,396
564871,31.08.2011,17949,United Kingdom,340
564872,31.08.2011,16083,United Kingdom,979
564895,31.08.2011,15596,United Kingdom,17
564896,31.08.2011,13726,United Kingdom,289
564897,31.08.2011,12678,France,1331
564898,31.08.2011,14513,United Kingdom,138
564901,31.08.2011,15690,United Kingdom,111
564902,31.08.2011,18198,United Kingdom,315
564904,31.08.2011,15984,United Kingdom,381
564906,31.08.2011,12682,France,251
564910,31.08.2011,13993,United Kingdom,219
564912,31.08.2011,12490,France,426
564914,31.08.2011,777777,United Kingdom,0
564915,31.08.2011,777777,United Kingdom,0
564916,31.08.2011,777777,United Kingdom,0
564917,31.08.2011,777777,United Kingdom,0
564918,31.08.2011,777777,United Kingdom,0
564919,31.08.2011,777777,United Kingdom,0
564920,31.08.2011,777777,United Kingdom,0
564921,31.08.2011,777777,United Kingdom,0
564922,31.08.2011,777777,United Kingdom,0
564923,31.08.2011,777777,United Kingdom,0
564924,31.08.2011,777777,United Kingdom,0
564925,31.08.2011,777777,United Kingdom,0
564926,31.08.2011,777777,United Kingdom,0
564927,31.08.2011,777777,United Kingdom,0
564928,31.08.2011,777777,United Kingdom,0
564929,31.08.2011,777777,United Kingdom,0
564943,31.08.2011,17706,United Kingdom,275
564950,31.08.2011,17320,United Kingdom,293
564951,31.08.2011,777777,United Kingdom,8
564953,31.08.2011,17588,United Kingdom,539
564954,31.08.2011,777777,United Kingdom,2
564957,31.08.2011,15260,United Kingdom,196
564958,31.08.2011,13089,United Kingdom,681
564959,31.08.2011,17299,United Kingdom,117
564961,31.08.2011,14525,United Kingdom,226
564962,31.08.2011,17777,United Kingdom,192
564963,31.08.2011,15582,United Kingdom,236
564965,31.08.2011,17677,United Kingdom,1565
564966,31.08.2011,17677,United Kingdom,35
564967,31.08.2011,17659,United Kingdom,102
564972,31.08.2011,12621,Germany,1182
564974,31.08.2011,777777,United Kingdom,1580
564975,31.08.2011,17097,Spain,138
564976,31.08.2011,17315,United Kingdom,224
564995,31.08.2011,16780,United Kingdom,266
565014,31.08.2011,16180,United Kingdom,1728
565042,31.08.2011,777777,United Kingdom,0
565043,31.08.2011,777777,United Kingdom,0
565045,31.08.2011,777777,United Kingdom,0
565046,31.08.2011,777777,United Kingdom,0
565047,31.08.2011,777777,United Kingdom,0
565048,31.08.2011,777777,United Kingdom,0
565049,31.08.2011,777777,United Kingdom,0
565052,31.08.2011,777777,United Kingdom,0
565055,31.08.2011,777777,United Kingdom,0
565056,31.08.2011,16278,United Kingdom,569
565057,31.08.2011,777777,United Kingdom,0
565060,31.08.2011,777777,United Kingdom,0
565063,31.08.2011,777777,United Kingdom,0
565067,31.08.2011,15856,United Kingdom,513
565069,31.08.2011,777777,United Kingdom,0
565070,31.08.2011,777777,United Kingdom,0
565071,31.08.2011,777777,United Kingdom,0
565072,31.08.2011,777777,United Kingdom,0
565076,31.08.2011,777777,United Kingdom,2
565080,01.09.2011,13509,United Kingdom,40
565081,01.09.2011,777777,United Kingdom,0
565082,01.09.2011,13305,United Kingdom,76
565083,01.09.2011,16187,United Kingdom,334
565084,01.09.2011,17306,United Kingdom,577
565086,01.09.2011,13631,United Kingdom,52
565087,01.09.2011,13276,United Kingdom,138
565088,01.09.2011,16145,United Kingdom,320
565090,01.09.2011,17572,United Kingdom,44
565091,01.09.2011,16011,United Kingdom,297
565092,01.09.2011,14092,United Kingdom,306
565093,01.09.2011,13408,United Kingdom,427
565114,01.09.2011,13588,United Kingdom,344
565115,01.09.2011,16880,United Kingdom,251
565116,01.09.2011,13089,United Kingdom,2300
565117,01.09.2011,13089,United Kingdom,2019
565118,01.09.2011,15039,United Kingdom,560
565119,01.09.2011,16722,United Kingdom,416
565120,01.09.2011,15206,United Kingdom,183
565121,01.09.2011,14239,United Kingdom,151
565122,01.09.2011,13069,United Kingdom,476
565123,01.09.2011,17949,United Kingdom,480
565124,01.09.2011,12436,Norway,511
565125,01.09.2011,14217,United Kingdom,128
565126,01.09.2011,17653,United Kingdom,181
565127,01.09.2011,13147,United Kingdom,119
565128,01.09.2011,15189,United Kingdom,321
565129,01.09.2011,15719,United Kingdom,515
565133,01.09.2011,13458,United Kingdom,322
565139,01.09.2011,16422,United Kingdom,551
565141,01.09.2011,17841,United Kingdom,356
565142,01.09.2011,17386,United Kingdom,152
565143,01.09.2011,17386,United Kingdom,3
565144,01.09.2011,16456,United Kingdom,461
565145,01.09.2011,12415,Australia,2734
565146,01.09.2011,12415,Australia,209
565147,01.09.2011,16187,United Kingdom,458
565149,01.09.2011,14414,United Kingdom,174
565150,01.09.2011,14298,United Kingdom,5588
565151,01.09.2011,16923,United Kingdom,522
565152,01.09.2011,17799,United Kingdom,385
565153,01.09.2011,18241,United Kingdom,144
565154,01.09.2011,13470,United Kingdom,48
565155,01.09.2011,16672,United Kingdom,608
565156,01.09.2011,13045,United Kingdom,306
565157,01.09.2011,16168,United Kingdom,86
565158,01.09.2011,17024,United Kingdom,25
565181,01.09.2011,17381,United Kingdom,1387
565186,01.09.2011,17220,United Kingdom,109
565192,01.09.2011,17220,United Kingdom,12
565197,01.09.2011,13376,United Kingdom,250
565198,01.09.2011,16729,United Kingdom,344
565199,01.09.2011,18171,United Kingdom,311
565200,01.09.2011,17576,United Kingdom,124
565201,01.09.2011,14907,United Kingdom,675
565202,01.09.2011,14482,United Kingdom,228
565204,01.09.2011,15829,United Kingdom,310
565205,01.09.2011,14735,United Kingdom,99
565206,01.09.2011,12971,United Kingdom,117
565207,01.09.2011,16764,United Kingdom,259
565208,01.09.2011,18172,United Kingdom,305
565209,01.09.2011,15910,United Kingdom,113
565210,01.09.2011,17750,United Kingdom,190
565211,01.09.2011,16638,United Kingdom,122
565212,01.09.2011,12828,United Kingdom,78
565213,01.09.2011,14911,EIRE,2242
565214,01.09.2011,14911,EIRE,1638
565216,01.09.2011,12971,United Kingdom,114
565217,01.09.2011,13099,United Kingdom,207
565218,01.09.2011,12739,United Arab Emirates,974
565219,01.09.2011,14420,United Kingdom,387
565220,01.09.2011,13437,United Kingdom,151
565221,01.09.2011,16525,United Kingdom,373
565222,01.09.2011,13629,United Kingdom,821
565223,01.09.2011,15410,United Kingdom,390
565224,01.09.2011,14713,United Kingdom,208
565225,01.09.2011,16808,United Kingdom,122
565226,02.09.2011,16992,United Kingdom,301
565228,02.09.2011,16333,United Kingdom,1250
565230,02.09.2011,16705,United Kingdom,1587
565231,02.09.2011,777777,United Kingdom,1534
565232,02.09.2011,777777,United Kingdom,1413
565233,02.09.2011,777777,United Kingdom,1645
565234,02.09.2011,777777,United Kingdom,2188
565235,02.09.2011,13418,United Kingdom,397
565236,02.09.2011,14276,United Kingdom,400
565238,02.09.2011,16945,United Kingdom,302
565239,02.09.2011,12670,France,606
565240,02.09.2011,17949,United Kingdom,1047
565241,02.09.2011,17949,United Kingdom,822
565242,02.09.2011,14436,United Kingdom,89
565243,02.09.2011,16735,United Kingdom,770
565244,02.09.2011,16735,United Kingdom,126
565245,02.09.2011,16678,United Kingdom,306
565246,02.09.2011,12408,Belgium,643
565247,02.09.2011,15864,United Kingdom,544
565248,02.09.2011,15860,United Kingdom,114
565249,02.09.2011,18027,United Kingdom,114
565250,02.09.2011,13643,United Kingdom,172
565251,02.09.2011,12748,United Kingdom,12
565261,02.09.2011,12474,Germany,466
565275,02.09.2011,777777,United Kingdom,0
565285,02.09.2011,16013,United Kingdom,1822
565286,02.09.2011,777777,United Kingdom,813
565287,02.09.2011,12483,Sweden,308
565288,02.09.2011,777777,United Kingdom,0
565289,02.09.2011,14911,EIRE,752
565291,02.09.2011,18102,United Kingdom,4913
565292,02.09.2011,16102,United Kingdom,551
565293,02.09.2011,17857,United Kingdom,562
565295,02.09.2011,12794,Portugal,315
565296,02.09.2011,777777,United Kingdom,0
565297,02.09.2011,777777,United Kingdom,0
565302,02.09.2011,777777,United Kingdom,0
565303,02.09.2011,777777,Unspecified,286
565304,02.09.2011,777777,United Kingdom,0
565306,02.09.2011,777777,United Kingdom,0
565307,02.09.2011,777777,United Kingdom,0
565308,02.09.2011,777777,United Kingdom,0
565309,02.09.2011,15311,United Kingdom,300
565310,02.09.2011,777777,United Kingdom,0
565311,02.09.2011,16210,United Kingdom,345
565312,02.09.2011,14527,United Kingdom,146
565314,02.09.2011,777777,United Kingdom,0
565315,02.09.2011,14019,United Kingdom,418
565316,02.09.2011,15628,United Kingdom,311
